_key,학교명,시도,행정구,학교급,등급,유형,점수,n0,n1,y,초과순전출,코호트,위도,경도
234021302,인천불로초등학교,인천,서구,초등학교,5,비위험,52.1,658,627,-0.04711246200607903,-0.01267016484820516,0.5853658536585366,37.61381127,126.6888476
234021341,인천이음초등학교,인천,서구,초등학교,5,비위험,8.4,1934,1899,-0.01809720785935884,-0.04759628297747408,0.9548387096774194,37.5987693,126.7126821
234021364,인천서곶초등학교,인천,서구,초등학교,4,비위험,73.4,426,379,-0.11032863849765258,0.029176660786453857,0.6578947368421053,37.54784271,126.6694055
234021388,인천석남초등학교,인천,서구,초등학교,5,비위험,29.5,454,419,-0.07709251101321586,0.00541293304555915,0.7303370786516854,37.50977877,126.680264
234021396,인천석남서초등학교,인천,서구,초등학교,4,비위험,74.0,321,292,-0.09034267912772585,0.05396714825957921,0.6984126984126984,37.50014147,126.6703935
234021428,인천신석초등학교,인천,서구,초등학교,1,순전출형,95.2,277,240,-0.13357400722021662,0.03349862143118869,0.576271186440678,37.51050462,126.6640321
234021444,인천신현초등학교,인천,서구,초등학교,4,비위험,78.0,249,220,-0.11646586345381527,0.06526467481439661,0.673469387755102,37.51473968,126.6701041
234021452,인천신현북초등학교,인천,서구,초등학교,4,비위험,64.0,360,325,-0.09722222222222222,0.04267431336861348,0.6944444444444444,37.51838361,126.6667051
234021456,인천심곡초등학교,인천,서구,초등학교,5,비위험,39.3,195,174,-0.1076923076923077,0.026648672342972454,0.8235294117647058,37.5436333,126.6826226
234021474,인천양지초등학교,인천,서구,초등학교,1,순전출형,96.5,243,233,-0.0411522633744856,0.09565785246326369,0.43478260869565216,37.54002481,126.6711946
234021496,인천창신초등학교,인천,서구,초등학교,5,비위험,4.8,738,347,-0.5298102981029811,-0.03693273270184722,0.8939393939393939,37.59892346,126.6982147
234021508,인천천마초등학교,인천,서구,초등학교,4,비위험,77.8,144,126,-0.125,0.02878542447972459,0.7037037037037037,37.5048986,126.6793047
234021555,인천해원초등학교,인천,서구,초등학교,5,비위험,15.0,1833,1729,-0.05673758865248227,-0.014813411672303047,0.7125382262996942,37.52761134,126.6260936
